projectName,startDate,CID,PID,finishDate
Learning Voyage,13/02/2007,660796747,438458763,14/02/2025
Greyhawk North America,30/06/2002,714429241,220128725,10/03/2022
Heartland Payment Systems,25/04/1983,37136810,556535867,08/05/2029
TMA Resources,26/06/1992,894334657,832914342,21/10/2028
S.C. Johnson & Son,04/12/1992,280260037,179054320,23/02/2029
Staff One,14/09/1996,860856973,216970190,06/02/2027
Unit,25/08/1985,120501136,583674155,19/09/2020
Escalade,20/09/2001,38094021,793958650,17/08/2024
First Place Financial,25/05/2010,342507153,694982292,03/11/2022
Outsource Group,11/02/2007,969628848,125272363,17/12/2026
First Mariner Bancorp,02/07/2000,496785431,581213211,16/08/2025
Technica,02/02/2018,472261419,795583533,15/03/2028
Angie's List,23/03/2005,427844310,286484855,19/01/2030
PrivateBancorp,07/08/2008,872375983,1067109,30/08/2022
Miller Systems,08/01/1990,485048686,15160967,14/08/2026
Allegiant Bancorp,08/02/2014,699130849,680151917,05/04/2026
Cima Labs,23/02/1997,705647832,707022142,17/12/2023
Freedom Medical,12/04/1997,270072852,639477503,27/02/2026
Data Company,05/10/2017,574603253,77947432,25/09/2021
Pioneer Mortgage,11/05/2004,64610492,569090887,31/07/2025
ProClarity,28/11/2000,536516143,598825877,29/12/2030
Speakeasy,11/03/1984,719371704,549862177,25/05/2026
Diamond Technologies,11/08/1983,399737021,993009351,15/06/2021
SSCI,09/07/1994,51688199,873653776,12/10/2023
FSF Financial,01/09/1995,1044795,259533797,21/04/2023
Diamond Group,10/03/2013,14618370,869519885,29/08/2025
Joe Lombardo Plumbing + Heating of Rockland,28/01/2004,408011628,235162457,04/03/2029
SupplyCore.com,11/03/2018,496458667,942674544,07/12/2026
BASE Consulting Group,06/09/2016,89436009,873550000,08/10/2030
Cardtronics,06/12/2013,576545699,576228630,19/07/2026
Mindworks,07/09/2010,323638621,722767143,22/10/2030
Strategic Management Initiatives,21/12/1983,635467268,236946291,01/10/2021
Alternative Technology,15/07/2018,920540275,563269149,23/06/2026
Reckitt Benckiser,14/03/2001,627570903,442064772,09/06/2021
New Media Communications,10/06/2000,759564093,906186562,16/12/2028
Access Systems,30/04/2009,476126521,514171273,29/06/2028
Prometheus Laboratories,20/06/2014,864894611,423681016,26/11/2026
Elite Computers & Software,19/02/2001,441153445,568836753,03/07/2030
Kingland Companies,21/09/2000,373771231,617011568,22/08/2028
Cima Consulting Group,20/02/1980,17395330,168602733,22/07/2020
Big Yank Sports,15/12/1980,242689903,402438622,13/12/2025
Accredited Home Lenders,03/09/2011,799479938,872236009,19/08/2020
Tilson Landscape,12/12/2015,899596299,79685604,25/03/2030
Service Source,04/02/1982,821282782,948169722,25/05/2021
TruSecure,25/05/2014,679694603,1153780,30/08/2027
AT&T Corp.,25/12/1980,713318415,794313456,25/06/2030
MidAmerica Auto Glass,08/07/2018,731353879,117183503,27/10/2029
Arkidata,04/03/2000,500262135,28211752,15/06/2026
Oneida Financial,16/10/2003,795420299,181310968,01/02/2023
SafeHome Security,28/01/2009,325724715,64161014,24/11/2026
Prosum,29/11/1980,491875193,842191594,25/09/2027
Diamond Group,17/08/2011,25212285,457066149,09/12/2030
GulfMark Offshore,12/02/2006,172817108,495329440,28/05/2030
Outsource Group,10/05/1996,875241250,569229228,15/12/2022
Custom Solutions International,29/08/2014,872788677,86105178,07/06/2022
Sandy Spring Bancorp,17/11/1986,286919777,520977689,03/01/2030
Medical Action Industries,27/07/2013,608195510,882174105,28/02/2020
Honda Motor Co.,04/08/1984,125823610,859858099,04/02/2024
Neogen,11/02/2000,878655376,486533114,31/05/2025
Diamond Technologies,22/11/2011,130651971,782577985,23/12/2020
Portfolio Recovery Associates,23/07/1990,489519057,452886978,09/07/2024
Aventis,30/06/1984,672511820,872922058,04/05/2030
National Home Health Care,03/01/2012,285049869,752872758,13/09/2024
Greenwich Technology Partners,07/10/1999,808600616,131729242,16/03/2022
Larkin Enterprises,25/11/2011,175902102,119078070,01/08/2029
Mission Controls Automation,23/12/2002,463595814,929569272,12/09/2023
Texas Residential Mortgage,10/08/2010,848525801,678992013,10/05/2028
Tarragon Realty,03/02/2013,234944786,250344255,17/09/2022
Glacier Bancorp,11/04/1982,955306416,636269902,17/07/2028
EPIQ Systems,04/06/1980,481416120,708714735,08/09/2027
Sammy's Woodfired Pizza,07/11/2004,357985359,742619536,31/10/2022
Printcafe Software,01/07/1985,374427670,307525689,31/07/2025
MedAmicus,14/10/1985,317584723,266584986,19/03/2020
MQ Software,17/04/2013,592762682,685007397,31/07/2029
Baesch Computer Consulting,26/06/1998,70599912,866571511,26/07/2020
PrintingForLess.com,11/07/2016,430855317,19325869,18/08/2023
MQ Software,25/04/1994,461578712,856878524,23/05/2028
Mosaic,04/07/1987,91071698,207985360,12/12/2024
Taycor Financial,31/12/1999,220196269,414356944,29/07/2023
Global Wireless Data,11/08/2014,807887856,880204397,13/05/2026
Bowman Consulting Group,23/06/2010,927195216,240364339,30/09/2030
Advantage Credit International,31/12/2008,3143046,786269554,04/10/2030
Educational Development,02/04/2008,268252694,112198618,30/11/2021
Pharmacia Corp.,22/01/2011,855090762,610394708,07/07/2026
ComGlobal Systems,14/04/2019,358525973,247749156,29/10/2023
White Wave,17/01/2017,539743872,41838496,25/11/2023
Albertson’s,12/01/2017,400973042,238428469,15/07/2030
York Enterprise Solutions,19/03/1993,711659682,59587705,03/03/2025
Diamond Group,17/11/1981,516153312,212711684,08/11/2022
IntegraMed America,07/03/2013,664810501,317102242,23/01/2021
Atlantic Credit & Finance,19/11/2001,269961638,937451044,03/09/2026
Aquascape Designs,26/04/2016,337699818,793616803,13/03/2020
Technica,16/12/1992,178394998,609846564,23/10/2026
Unica,11/02/2013,380856548,998333271,21/06/2029
Knightsbridge Solutions,12/01/1988,536088422,389560310,03/10/2026
LogistiCare,21/01/1985,100111913,618476270,02/08/2026
Shirt Factory,24/01/1999,598302220,492802342,18/08/2026
Pioneer Data Systems,06/07/1995,645824207,305644812,06/03/2023
Accuship,22/05/1990,961884004,151770508,23/09/2030
Amerisource Funding,16/02/1982,978552979,988200557,27/05/2020
Vivendi Universal,20/05/2000,392072721,43664313,04/09/2025
Market-Based Solutions,23/03/2011,349028495,889308499,29/11/2027
Extreme Pizza,13/03/2003,645050566,866824669,28/07/2027
Virtual Financial Services,31/03/2009,842021774,218391958,26/07/2023
Megha Systems,21/05/2001,208369485,790400662,08/01/2030
Newton Interactive,25/08/2016,968137797,942156853,19/01/2025
Verizon Communications,19/09/1997,290709483,513633956,19/12/2020
ProfitLine,07/06/2009,393424388,498169369,14/09/2028
Heartlab,24/12/1995,877412993,461297571,03/10/2020
Liners Direct,14/04/2000,533511827,529452179,16/11/2027
Monarch Casino,17/07/1984,308260971,644711354,23/04/2030
3t Systems,21/07/1995,440386541,932358891,30/12/2024
Circuit City Stores,11/02/1989,53321457,560854055,05/03/2022
Market-Based Solutions,05/09/1988,177134703,432762088,09/09/2020
Key Information Systems,13/04/1987,815060921,918905029,22/11/2024
LogistiCare,04/02/2008,745545102,152197165,25/02/2029
Dataprise,17/07/2007,125237170,402996807,27/10/2027
Honda Motor Co.,07/01/1993,470040844,655126950,27/08/2028
Linksys,01/10/1994,998332012,421374346,08/06/2030
Safeway,16/09/2017,412558891,361045090,02/06/2022
USA Environmental Management,06/06/2019,530975162,811780515,08/02/2029
PrivateBancorp,06/06/2005,712085795,791147726,26/12/2028
Viacell,07/05/1993,866310658,975568091,15/10/2022
Liners Direct,15/02/1995,426537006,314943506,06/01/2020
USA Environmental Management,30/06/2019,111093406,149453891,09/06/2023
Speakeasy,02/01/2017,315356068,264077305,04/10/2021
Dankoff Solar Products,21/11/1994,412416990,165351546,23/09/2028
Tracer Technologies,15/06/2011,446912810,370760918,16/12/2029
Process Plus,17/12/2012,101388502,461387544,17/03/2030
Virbac,03/01/2015,576186655,144916735,01/03/2030
Home Depot,11/08/1981,47334725,494829036,29/07/2025
HealthScribe,07/08/1990,709836429,332815048,16/11/2025
Merit Medical Systems,04/05/1985,685612229,709570308,28/10/2027
One Source Printing,03/04/1988,245012893,471810615,03/08/2021
Intrasphere Technologies,25/08/2016,200449317,687745039,31/12/2029
Campbell Soup Co.,10/12/1993,227924076,515932710,22/12/2022
Swiss Watch International,28/04/1997,502411658,952719180,06/08/2020
Travizon,04/02/1993,356369629,494202499,20/10/2020
Cardinal Cartridge,14/08/1989,905525843,203932428,23/11/2022
Greene County Bancorp,22/08/1989,109609127,829963431,17/04/2030
PharmaFab,30/11/2003,365413994,645037942,05/04/2020
Phoenix Rehabilitation and Health Services,06/10/1992,10475715,723557401,29/07/2026
First South Bancorp,09/11/1980,585033862,6529086,29/09/2021
Caliber Collision Centers,27/05/1989,824090542,403804267,24/01/2028
Reckitt Benckiser,30/03/1999,807107224,290618007,05/07/2022
TLS Service Bureau,06/01/2003,871078417,129783281,20/09/2024
Signal Perfection,14/12/2005,56299257,657352000,28/06/2023
Morgan Research,07/01/2009,259492657,307706211,04/01/2025
Magnet Communications,05/04/1992,259560234,271857879,27/05/2023
Mindworks,29/02/1980,146791008,305030976,18/12/2029
Data Warehouse,21/04/1999,29285824,556947828,18/08/2030
Employer Services,24/07/1999,870745075,92271037,15/10/2027
Cima Consulting Group,27/03/2001,636098584,20530331,14/11/2022
Appriss,15/05/2010,738295160,163287564,06/03/2023
Outta the Box Dispensers,21/03/1983,617084599,391201663,04/10/2027
Lydian Trust,05/04/2009,302831563,583508503,17/11/2020
AT&T Wireless,31/07/2019,115842074,2814036,22/08/2028
Service Source,13/12/2015,970003311,631849640,28/02/2026
SourceGear,24/09/2016,435896671,521586230,26/05/2029
Capital Crossing Bank,28/01/1983,248889892,694315044,10/11/2028
Advanced Internet Technologies,17/12/1995,400500336,285883010,15/08/2025
Catamount Constructors,13/02/1994,860640090,447097089,04/11/2025
IPS Advisory,05/09/1985,193396144,168893427,16/07/2022
Montpelier Plastics,10/07/2018,505753623,116731426,20/04/2021
Maverick Construction,23/12/2009,491106128,685333368,12/04/2020
TimeVision,05/03/1997,750945279,678808875,29/09/2027
Prosum,04/07/2006,338806095,651868574,27/11/2030
Traffic Management,07/11/1992,137707604,956860639,28/10/2029
Smartronix,06/10/2003,697963392,474576835,03/08/2022
FirstFed America Bancorp,19/05/1995,121201865,159776313,16/12/2025
DB Professionals,20/04/1998,593726770,671761164,25/02/2022
Heritage Microfilm,25/10/1983,41589368,825124421,05/11/2023
Novartis,21/10/1996,967436320,187482676,18/09/2029
CCF Holding,23/09/2003,725859723,237860940,15/05/2030
Direct Data,21/09/2002,920527717,431625891,10/04/2020
TMA Resources,13/08/2008,714784205,91870198,12/05/2024
Access US,15/05/1994,611166673,540123512,14/09/2027
Iris Software,13/10/1993,497011120,352696811,18/05/2027
Travizon,01/08/1986,16460336,918687123,15/06/2028
Loss Mitigation Services,05/04/1985,123095160,751268921,17/03/2020
Technica,19/01/2014,324827279,416041124,17/05/2028
SHOT,17/09/2009,402293915,335691605,25/06/2030
Carteret Mortgage,30/05/2011,914761460,787050281,31/05/2024
United Asset Coverage,26/03/1989,770604376,816721334,12/04/2030
Cowlitz Bancorp,20/12/2006,178555222,373579322,30/10/2021
HealthScribe,14/01/2015,740298078,23526583,28/08/2026
Unit,26/05/2004,963566404,584675444,24/01/2030
Portosan,19/03/2000,639047043,646978073,24/06/2022
Sandy Spring Bancorp,16/09/1991,986272540,773689069,11/11/2023
Business Plus Corporation,10/04/1980,319437710,659412125,08/01/2021
Advantage Credit International,01/10/1983,437640686,87801728,28/02/2027
Capella Education,18/11/1992,233095984,336378164,18/08/2022
Angie's List,11/03/2011,984110232,653383457,25/05/2025
MindIQ,30/10/2005,887451286,200088268,04/10/2029
Topics Entertainment,24/05/1994,809421606,54875211,24/06/2020
MedSource Consulting,21/03/1980,508304372,964151607,17/04/2025
Micro Solutions Enterprises,23/09/1992,916872975,77280487,13/06/2026
Strategic Products and Services,24/11/2019,64345869,475151196,12/11/2022
Unicru,14/06/1990,763078962,569595417,15/12/2021
Sammy's Woodfired Pizza,12/08/2004,738405931,207787077,29/04/2023
IVCi,03/06/2018,974851102,536877966,08/03/2021
Staff Force,23/01/1988,137792205,35007261,26/03/2021
Portage Environmental,14/01/2006,960204099,578613089,23/02/2021
SCI,31/10/2004,693474627,193915530,17/02/2021
Call Henry,03/12/2005,560248715,875866266,02/02/2022
Gold Crest Distributing,08/01/2005,438502557,360834584,09/12/2026
American Healthways,26/01/2018,421937177,720696033,28/05/2020
SurModics,21/04/2015,950914064,890826259,28/05/2027
Bristol-Myers Squibb Co.,26/06/1994,346368022,20580490,17/02/2022
Pacific Data Designs,17/05/2010,667644060,719985744,27/05/2021
eCopy,29/11/1982,764492651,861282453,25/04/2028
Innovate E-Commerce,12/10/2002,245969202,296032702,31/10/2020
Accurate Autobody,08/07/1980,339920007,173211508,03/08/2023
Greenwich Technology Partners,23/03/1988,217069448,728855346,09/11/2024
Flow Management Technologies,15/08/1992,208237607,993381288,30/09/2023
Envision Telephony,01/01/2015,915920893,940022419,13/10/2021
National Bankcard Systems,15/10/1981,66013172,836375567,26/11/2028
Evergreen Resources,16/08/2016,747568630,136031196,17/03/2021
Advanced Vision Research,16/11/2000,783817917,220009840,29/03/2030
CHIPS Solutions,21/09/2003,94701939,500682360,14/12/2026
Democracy Data & Communications,16/01/1993,991500977,863383715,24/02/2029
Hencie,03/10/1986,728271917,167240665,18/05/2029
QSS Group,12/04/2005,485689238,814947423,08/04/2024
Quaker City Bancorp,03/02/1994,333251941,651819612,30/05/2021
TimeVision,30/01/2011,709750664,380377956,05/07/2027
Key Information Systems,02/05/2016,859603249,573997338,15/06/2025
Angie's List,21/04/1989,349585590,112540993,04/03/2023
Speakeasy,04/02/1986,185672890,54203326,08/04/2021
Maverick Construction,20/01/1999,608124747,793156374,04/04/2028
Cody-Kramer Imports,05/11/2001,77070740,634380045,06/06/2030
SupplyCore.com,05/07/1982,541113689,20493867,08/09/2030
Nature's Cure,12/05/1988,257379492,575308687,23/11/2021
Northwoods Software Development,24/01/2002,149108291,140852611,17/09/2020
Heartlab,23/07/2003,826516122,3130848,14/07/2029
Dataprise,12/09/2013,167606459,863620525,20/02/2029
Biosite,09/08/2004,754633248,545302466,26/09/2024
SafeHome Security,25/05/1983,763384523,301400383,19/04/2020
Bluff City Steel,15/06/2010,574533134,756649760,15/07/2029
BioReliance,26/12/1998,61695600,833365902,28/12/2028
TechRX,09/08/1997,426948709,398247398,30/03/2022
HealthCare Financial Group,29/09/2010,26810996,963928082,06/04/2026
Unilever,27/02/2001,102026410,442895151,31/01/2020
MoneyLine Lending Services,14/12/2014,390237815,466633613,02/01/2022
Palm Beach Tan,11/11/1990,726892279,750474843,24/11/2020
Joseph Sheairs Associates,14/01/1998,45566824,359632808,28/11/2025
NLX,12/11/1991,390958037,314781334,11/12/2020
Printcafe Software,20/02/2004,756380014,375808388,17/12/2023
Anworth Mortgage,22/12/2006,188850287,163022987,25/02/2030
Herbeau Creations of America,17/07/1993,574846715,986037096,05/05/2022
Direct Data,13/01/2002,787950671,270087783,11/01/2028
Kmart Corp.,14/05/1993,677376005,779121703,06/07/2029
Diamond Technologies,01/02/2011,379195594,387292015,10/03/2022
Street Glow,02/05/1997,950212958,880115921,27/06/2022
Capella Education,09/02/2004,759755549,644640154,19/04/2026
Synovis Life Technologies,19/07/1987,367359181,888316667,22/01/2021
Computer Engineering Organization,03/05/1991,656305486,523415893,07/07/2028
Black Mountain Management,01/09/2005,617135532,536282003,10/01/2024
Joe Lombardo Plumbing + Heating of Rockland,04/11/2008,350871197,71945757,20/08/2027
Kingston,27/12/1990,593821242,703330281,31/07/2023
Global Domains International,23/11/1982,942494798,431554388,02/05/2020
Nissan Motor Co.,14/06/2006,3294670,718174218,30/12/2021
Access US,13/09/2005,96380581,767992777,24/09/2026
Pulaski Financial,09/08/2009,499751317,101633668,11/04/2023
Data Warehouse,24/03/1985,653860931,983458985,24/02/2026
Reckitt Benckiser,17/07/2017,676791440,551097763,09/06/2029
Spotfire Holdings,24/07/1990,193400077,927372411,17/01/2030
Diamond Group,26/10/2005,329753040,455590459,13/10/2020
Nestle,11/01/1995,156530315,825264009,13/12/2022
One Source Printing,12/12/1987,436781672,180867896,07/12/2030
"Mathis, Earnest & Vandeventer",02/05/1999,105861387,956168950,28/05/2026
Office Depot,26/12/1981,912702490,760827253,21/12/2029
Pfizer,26/01/1987,681092272,608893274,14/01/2026
Stone Brewing,24/12/1982,393904941,731902880,08/08/2023
ASAP Staffing,21/12/1999,736125226,301859416,02/06/2030
Sprint Corp.,14/09/2001,738017938,328168471,07/06/2027
Synovis Life Technologies,14/09/1998,475923900,232303348,15/06/2027
Greene County Bancorp,08/04/2011,155444761,244647950,31/08/2028
Larkin Enterprises,10/04/2005,162544961,282769727,09/07/2024
Palm Beach Tan,03/06/1989,631280505,172880877,25/09/2030
General Mills,12/01/1993,797534046,519182992,15/07/2025
Imaging Business Machines,08/03/1993,84506368,55124479,13/01/2029
DaimlerChrysler,08/10/1996,622769227,688918277,30/01/2030
Professional Placement Resources,11/02/2007,135919542,25466925,24/06/2023
Fetch Logistics,26/08/2017,190165788,514049246,14/12/2024
Diversitech,28/03/2017,978430053,569824310,13/07/2020
Hospital Solutions,29/06/1994,257143138,763089523,10/11/2030
Ositis Software,09/07/2013,518792383,873864995,17/04/2020
Club One,31/08/2004,100217926,138987437,29/10/2028
Advanced Vision Research,18/03/2017,295598943,171885606,05/12/2027
Spinnaker Exploration,12/10/1980,472016388,715768460,14/05/2025
Vesta,10/02/1988,901131264,989639694,08/03/2023
Accuship,07/05/2017,874312992,705695079,06/12/2021
Kitba Consulting Services,11/11/2008,67678308,458954435,31/03/2027
Perfect Order,27/08/2017,808927642,717256466,12/01/2027
Nature's Cure,10/10/2004,974564896,476885738,22/11/2025
EagleOne,02/07/1995,440461487,480199899,09/04/2021
Imaging Business Machines,04/03/2019,672507256,587942289,23/10/2029
Larkin Enterprises,26/05/2015,833025524,564278958,13/03/2025
Gillani,19/11/2009,490397720,776039138,10/06/2022
Lloyd Group,29/11/2001,440486125,696410638,26/07/2022
Networking Technologies and Support,11/10/1995,540757280,645862904,03/09/2028
Technology and Management Associates,11/01/1988,529952834,476439178,02/04/2023
IntegraMed America,01/01/1987,445648030,364382478,05/06/2028
Main Street Banks,05/07/1988,528516338,26904107,25/06/2027
Astute,05/09/2013,43133643,721957282,15/02/2027
ProClarity,16/11/1980,675861915,798292583,18/07/2023
GCI,01/08/1982,508171801,770132072,04/05/2020
Merck & Co.,05/08/2010,136460687,643176603,04/02/2023
IBM Corp.,22/09/1996,930385773,579362961,12/11/2024
Tilson HR,01/01/1998,861684199,838106121,01/09/2023
McDonald’s Corp.,20/10/1986,997171597,21830091,25/11/2027
Mars Inc.,13/11/2014,636202113,810137158,03/09/2021
American Vanguard,13/08/2003,90893506,12389467,28/07/2030
Authoria,07/02/2014,901891044,395917917,02/04/2025
Portage Environmental,22/09/2005,119048257,999540318,22/10/2022
Young Innovations,10/05/1994,675363804,608235533,04/05/2021
MidAmerica Auto Glass,21/01/1996,842333567,293268767,26/10/2026
Walt Disney Co.,04/02/2011,124293821,719571874,01/06/2028
Northwoods Software Development,27/11/1994,805472765,162299687,26/02/2025
Quantum Loyalty Systems,29/09/1986,228398898,741309066,12/02/2028
PrintingForLess.com,24/04/2006,297275723,94227110,24/10/2022
Tilson HR,08/10/1992,810523068,232836098,26/05/2023
EPIQ Systems,14/11/2002,298225039,291929645,21/09/2028
Savela & Associates,24/08/2004,437802294,634638025,09/07/2029
Unit,10/11/2016,314554571,455459085,06/09/2021
Jewett-Cameron Trading,02/09/2010,76902178,910788219,28/11/2026
Employer Services,15/06/1995,120364244,846225883,24/12/2028
Knightsbridge Solutions,12/02/1983,106430128,212553144,16/05/2028
Main Street Banks,31/10/2009,428229703,778288682,23/05/2022
Technica,03/11/1985,311982646,788456976,22/07/2023
ProfitLine,13/05/2002,586025814,779023848,05/12/2026
American Healthways,07/07/1997,484956443,525761314,30/12/2023
Parker Compound Bows,02/02/1983,624074882,275404367,14/06/2020
ORI Services,30/12/1998,831967419,713001422,30/05/2026
Safeway,29/06/2002,793940587,199920415,17/08/2021
Blue Ocean Software,08/07/2008,49653578,98021051,29/01/2029
SurModics,07/05/1995,982129658,696359417,11/06/2023
Pioneer Mortgage,18/11/2011,89129184,675046756,03/03/2025
SCI,10/02/1982,69187283,783679826,25/03/2025
Nexxtworks,22/01/2015,65166862,346409441,29/11/2022
Progressive Medical,27/12/1998,552809675,150914011,13/04/2028
First Place Financial,05/05/1984,511316816,473435897,08/03/2029
Cendant Corp.,22/08/2005,504666138,255778790,13/12/2020
Automated License Systems,16/06/2007,223591069,778798992,04/06/2028
Network Display,17/04/2017,511357621,453953028,30/04/2026
Portosan,25/02/2003,888567475,578759674,02/03/2020
Comnet International,15/09/1983,27237769,291739946,07/10/2020
Atlantic.Net,29/04/1987,383627371,965922402,07/04/2027
CREDO Petroleum,07/08/2019,311527013,787018357,31/01/2028
Fiberlink Communications,10/06/2019,646217826,179847228,03/01/2025
ACS International Resources,27/07/1992,924158700,306529107,22/04/2026
Ositis Software,01/12/2017,578251570,434989219,24/09/2023
GulfMark Offshore,04/09/1992,647253738,522120773,16/06/2028
MQ Software,27/02/1984,653564350,389412704,05/11/2029
Bashen Consulting,31/01/1996,411751312,636169919,23/08/2027
SimStar Internet Solutions,02/02/1984,669669070,386183837,20/07/2028
Fetch Logistics,29/06/1985,666180794,233876934,30/08/2022
Span-America Medical Systems,01/06/1993,902737857,416098561,28/01/2027
Zaiq Technologies,21/10/2010,833271423,970253136,15/07/2024
Prosoft Technology Group,26/05/1988,476079386,136407439,22/10/2030
Service Source,05/08/1981,986556737,326259223,06/08/2027
Provident Bancorp,28/06/1983,875693533,129891853,16/09/2020
DB Professionals,10/02/2017,280185156,157796116,26/01/2027
DaimlerChrysler,23/01/2006,876324653,719372305,17/05/2027
Horizon Consulting,27/01/1980,577428302,827708548,10/02/2028
York Enterprise Solutions,18/02/2008,777336082,87747279,23/09/2025
PrivateBancorp,15/02/2004,13612403,708227611,19/10/2028
Cold Stone Creamery,14/07/1994,656983670,274455840,27/01/2024
GRT,24/06/2019,468191349,731024924,04/07/2020
Swiss Watch International,26/07/2012,486532231,296047687,21/07/2030
WCI,14/03/2014,991224399,576494719,24/04/2029
Biosite,03/12/2014,786963889,970191440,11/06/2020
Verizon Communications,14/08/2007,419094340,600751007,27/02/2029
Provident Bancorp,19/02/1984,222659235,149409992,25/02/2020
Aristotle,09/12/1999,35091369,53393474,26/09/2024
IntegraMed America,06/07/1991,540260994,860791098,14/04/2030
Educational Development,29/12/2000,16194794,245077121,18/11/2023
Innovative Lighting,28/06/1996,902317649,609666669,22/08/2027
USA Environmental Management,06/11/1998,413658649,591649744,30/03/2021
J.C. Malone Associates,16/01/2016,814697128,407353463,11/10/2028
Magnet Communications,29/09/2004,790337143,619292061,21/10/2023
C & A Industries,31/12/1989,17612087,794237611,26/02/2028
Coca-Cola Co.,27/10/2004,297613261,561454792,12/01/2027
Network Display,23/10/1988,527634432,126315494,25/06/2022
Reckitt Benckiser,22/05/1986,358103909,908945374,21/10/2026
Unit,31/05/1990,699574573,298845288,12/06/2022
Hewlett-Packard Co.,05/04/1992,893844762,917467789,07/07/2027
Maverick Construction,18/11/2001,606095601,692326681,14/08/2024
ELMCO,10/12/1988,424771465,43864390,18/11/2020
Glacier Bancorp,03/12/1990,302096742,416844071,06/05/2024
Sony Corp.,11/06/2011,593218277,557841039,26/04/2030
Johnson & Johnson,20/03/2010,253795435,457479702,02/09/2025
Mitsubishi Motors Corp.,09/03/1999,919694733,62348820,10/07/2026
Commercial Energy of Montana,20/07/2015,981014637,527351666,04/11/2021
ORI Services,12/07/2005,35144731,545201136,24/12/2029
PepsiCo,09/06/1987,718500041,464922243,23/12/2030
Big Yank Sports,05/03/2006,42786902,529995447,26/04/2028
Bowman Consulting Group,28/12/2019,438535177,641440065,19/09/2024
Gold Crest Distributing,21/07/1983,266577131,515089845,15/09/2020
Bio-Reference Labs,06/03/1993,540272252,327066677,02/05/2022
Pan-Pacific Retail Properties,11/05/1985,871452225,106130960,26/04/2030
Volkswagen,05/09/2011,401652647,750674592,19/07/2028
Wendy’s International,11/11/2016,539566662,360137910,26/12/2030
Traffic Management,27/11/2009,660607530,3757880,27/03/2025
3t Systems,18/03/2018,381187416,158865364,22/08/2021
Granite Systems,07/06/2008,383745636,188131,07/02/2030
Capstone,11/03/1981,209758481,670393230,05/06/2027
PSC Info Group,05/04/1991,87085612,74205245,15/09/2029
First Place Financial,13/12/2018,574172510,481434916,06/05/2020
Speakeasy,29/12/2017,341358141,960676359,12/09/2020
Infinity Contractors,08/03/1999,160247256,185879422,07/01/2022
Mitsubishi Motors Corp.,29/11/2004,769095865,861643766,05/03/2022
U.S. Energy Services,03/02/1993,345901382,208251446,15/08/2028
Gillani,28/04/1991,858152017,821593799,15/12/2030
Hershey Foods Corp.,20/11/2009,205095701,689957364,02/10/2026
Catamount Constructors,22/10/1982,753104932,650756672,26/02/2030
Hencie,23/02/1985,961862737,967323296,31/01/2030
Larkin Enterprises,07/07/1982,266368411,64711974,17/09/2028
Denali Ventures,24/11/1988,517743383,528018790,14/06/2028
Marlabs,22/12/2011,142506660,584677921,12/08/2027
Market-Based Solutions,17/10/2003,979023248,575270196,15/02/2029
Merck & Co.,01/12/2011,481921573,601429133,21/09/2023
AOL Time Warner,31/05/2008,968205575,316636194,15/12/2029
Abatix,15/04/2015,390514533,837708564,10/01/2025
Hershey Foods Corp.,25/05/1981,480435410,311744994,06/08/2027
Dell Computer Corp.,12/02/1998,542323043,926758178,15/08/2022
American Pan & Engineering,13/06/2014,125335912,132556322,30/09/2023
Global Science and Technology,29/09/2017,88317671,626146153,10/10/2022
Computer Source,08/04/1984,645690192,378117434,31/03/2023
HealthCare Financial Group,31/03/2000,995784339,111850305,03/12/2020
Sensor Technologies,19/07/2004,795611540,890083851,25/07/2030
PepsiCo,14/03/2018,475660573,909687646,16/09/2021
ScriptSave,31/01/1983,758500580,607923582,05/10/2021
Monitronics International,29/04/1983,619850311,728794644,05/12/2023
CARBO Ceramics,17/07/1997,761167051,869990629,10/03/2030
L’Oreal,27/12/1983,830955588,936208295,27/11/2027
U.S Physical Therapy,15/03/1998,22445730,847207366,13/03/2026
Monarch Casino,15/08/2006,560208034,881928873,16/10/2029
ScriptSave,12/06/1992,241927724,772154661,02/08/2027
Advanced Neuromodulation,04/08/1990,520765445,794185642,12/11/2021
Educational Development,20/03/1997,740116264,298920422,28/12/2021
Procter & Gamble Co.,17/07/1981,276011002,906958075,01/11/2025
Restaurant Partners,21/01/1995,478042119,216743529,14/05/2028
New Horizons Computer Learning Center of Miami,14/01/1997,986494939,97821792,18/11/2027
Advanced Internet Technologies,05/01/1991,197377993,295530581,08/10/2027
Sunstream,24/12/1992,531213862,268805077,05/06/2030
Sandy Spring Bancorp,07/10/2005,100922064,540681407,14/11/2026
Clover Technologies Group,25/04/2012,896011647,104996887,13/06/2023
Momentum Marketing Services,22/06/2010,56340415,879417121,15/10/2025
Northwoods Software Development,22/09/1991,748307540,925069978,14/11/2023
Diamond Technologies,06/07/2003,193300247,440881379,14/02/2024
Green Mountain Coffee,31/12/1982,858120541,482250206,24/01/2029
Blue Angel Technologies,20/10/2001,654233313,489713274,19/04/2021
Amerisource Funding,26/06/1991,572549810,755819497,17/04/2029
Hewlett-Packard Co.,14/11/1980,720170960,385785350,01/09/2022
Stone Brewing,10/09/2003,989680756,171012050,15/12/2030
3t Systems,08/05/1998,795081858,641728712,01/11/2024
Alternative Business Systems,03/11/1999,237294865,174628201,18/11/2024
Intrasphere Technologies,13/10/1995,540022207,864101866,23/03/2021
