projectName,startDate,CID,PID
fortune,20/08/1994,324249056,189435426
tongue,21/08/1994,963551477,471537642
arrival,22/08/1994,676978173,748156941
historian,23/08/1994,215430511,344582296
queen,24/08/1994,718141373,778777990
editor,25/08/1994,901649005,485424261
church,26/08/1994,735704411,793340133
height,27/08/1994,592522623,271270836
passenger,28/08/1994,2230684,535345133
night,29/08/1994,708142454,815180671
way,30/08/1994,515509270,422031821
basis,31/08/1994,551147260,39743786
system,01/09/1994,96515205,548220409
inflation,02/09/1994,971527654,283525406
road,03/09/1994,20251323,139296969
marketing,04/09/1994,284545031,317911741
chocolate,05/09/1994,206701288,288917888
photo,06/09/1994,344594417,36632044
artisan,07/09/1994,623523821,617199805
lab,08/09/1994,179034020,100689641
clothes,09/09/1994,118166746,358550842
ambition,10/09/1994,263870401,681374249
wood,11/09/1994,307652215,562422780
thought,12/09/1994,397884849,721576173
bonus,13/09/1994,927627731,204475623
awareness,14/09/1994,713402654,245052308
signature,15/09/1994,129198085,325261300
menu,16/09/1994,998586926,804663330
classroom,17/09/1994,238361635,96977590
family,18/09/1994,331196517,193005077
reception,19/09/1994,823113981,499085304
judgment,20/09/1994,503267361,409400989
town,21/09/1994,318616057,438287849
child,22/09/1994,145155939,693699093
session,23/09/1994,716959073,883626551
steak,24/09/1994,595337786,844654750
shirt,25/09/1994,906327556,496220702
video,26/09/1994,879250622,939582129
extent,27/09/1994,328745009,877968235
recipe,28/09/1994,942760514,738112571
dinner,29/09/1994,68829037,516861411
tea,30/09/1994,790491367,723596993
contract,01/10/1994,917489689,722868555
student,02/10/1994,329358209,918815153
heart,03/10/1994,1484838,904972431
potato,04/10/1994,831136869,120351121
topic,05/10/1994,414887697,614187107
math,06/10/1994,135092364,534809041
poetry,07/10/1994,199291546,614007833
studio,08/10/1994,665851092,99512031
internet,09/10/1994,534366762,729843241
guitar,10/10/1994,328387155,46535806
dealer,11/10/1994,889617250,73572392
storage,12/10/1994,922388519,30124599
media,13/10/1994,261771346,309307070
language,14/10/1994,721475304,49081414
ad,15/10/1994,669424353,298555188
mixture,16/10/1994,108634512,343863431
reading,17/10/1994,733874802,199323896
engine,18/10/1994,367589971,587258019
newspaper,19/10/1994,657022520,522561822
bread,20/10/1994,521082400,673446101
breath,21/10/1994,470579967,780417701
dirt,22/10/1994,803212276,741633319
flight,23/10/1994,83019693,372271354
lake,24/10/1994,398973892,28295391
virus,25/10/1994,268529900,498255001
passenger,26/10/1994,100158818,948326026
speech,27/10/1994,821692,377067934
person,28/10/1994,360117917,265048998
sir,29/10/1994,595206199,920171186
artisan,30/10/1994,52133025,253087595
historian,31/10/1994,704395850,381335103
cheek,01/11/1994,83485251,799221433
basket,02/11/1994,375775730,917077200
user,03/11/1994,376959345,998108328
manager,04/11/1994,417006924,775219138
movie,05/11/1994,482642071,72133375
tea,06/11/1994,176272329,34603113
blood,07/11/1994,805621422,482957455
variation,08/11/1994,915270313,559823586
priority,09/11/1994,841549068,222791623
poem,10/11/1994,747973374,432738899
chocolate,11/11/1994,586347978,174378192
republic,12/11/1994,667817903,202534466
election,13/11/1994,475079556,259083944
emphasis,14/11/1994,2958778,97310693
writer,15/11/1994,444602742,434143530
fishing,16/11/1994,251777025,53813505
grocery,17/11/1994,82367719,197080314
employer,18/11/1994,791874258,353887550
driver,19/11/1994,840182659,15034004
guidance,20/11/1994,23364993,497675314
finding,21/11/1994,902289636,588099437
lake,22/11/1994,251486233,886560593
mall,23/11/1994,784156017,675806495
dinner,24/11/1994,140691717,575425755
ability,25/11/1994,370440483,184545368
art,26/11/1994,46990634,51008551
ad,27/11/1994,16774262,909287253
depth,28/11/1994,324249056,463705784
strategy,29/11/1994,963551477,248492999
accident,30/11/1994,676978173,885148403
society,01/12/1994,215430511,286233107
people,02/12/1994,718141373,733059591
tooth,03/12/1994,901649005,567406482
basis,04/12/1994,735704411,480174188
pizza,05/12/1994,592522623,212784338
person,06/12/1994,2230684,910214472
statement,07/12/1994,708142454,53580357
chemistry,08/12/1994,515509270,659856534
child,09/12/1994,551147260,915362382
death,10/12/1994,96515205,777692773
history,11/12/1994,971527654,415442040
airport,12/12/1994,20251323,450801885
homework,13/12/1994,284545031,437820613
soup,14/12/1994,206701288,559092651
language,15/12/1994,344594417,467472589
country,16/12/1994,623523821,301916855
client,17/12/1994,179034020,485317636
internet,18/12/1994,118166746,371849920
volume,19/12/1994,263870401,616413586
user,20/12/1994,307652215,35675144
attention,21/12/1994,397884849,94073200
procedure,22/12/1994,927627731,517340169
funeral,23/12/1994,713402654,903529785
injury,24/12/1994,129198085,795640392
judgment,25/12/1994,998586926,815279375
oven,26/12/1994,238361635,460270012
story,27/12/1994,331196517,183947782
republic,28/12/1994,823113981,973509276
emotion,29/12/1994,503267361,472318136
theory,30/12/1994,318616057,182200084
area,31/12/1994,145155939,906893047
drama,01/01/1995,716959073,593376376
scene,02/01/1995,595337786,556339448
cigarette,03/01/1995,906327556,844854616
device,04/01/1995,879250622,555252340
activity,05/01/1995,328745009,792362346
freedom,06/01/1995,942760514,550929545
hospital,07/01/1995,68829037,678921703
presence,08/01/1995,790491367,194597923
orange,09/01/1995,917489689,296900682
anxiety,10/01/1995,329358209,453442776
lake,11/01/1995,1484838,813527182
alcohol,12/01/1995,831136869,526804581
church,13/01/1995,414887697,316630555
hair,14/01/1995,135092364,382929007
fact,15/01/1995,199291546,769815486
newspaper,16/01/1995,665851092,500357145
actor,17/01/1995,534366762,944281594
attention,18/01/1995,328387155,436879297
goal,19/01/1995,889617250,602166880
truth,20/01/1995,922388519,414331661
leader,21/01/1995,261771346,317471392
event,22/01/1995,721475304,267847354
growth,23/01/1995,669424353,395294176
location,24/01/1995,108634512,592164474
driver,25/01/1995,733874802,594872761
bedroom,26/01/1995,367589971,881855153
hall,27/01/1995,657022520,961696675
reality,28/01/1995,521082400,779344421
attitude,29/01/1995,470579967,765834207
affair,30/01/1995,803212276,580267952
pie,31/01/1995,83019693,252175656
solution,01/02/1995,398973892,294253532
database,02/02/1995,268529900,31539653
message,03/02/1995,100158818,925059488
menu,04/02/1995,821692,715923081
airport,05/02/1995,360117917,87823096
throat,06/02/1995,595206199,292718461
fishing,07/02/1995,52133025,771283933
passenger,08/02/1995,704395850,951278664
guest,09/02/1995,83485251,428564222
promotion,10/02/1995,375775730,182284379
idea,11/02/1995,376959345,293436515
owner,12/02/1995,417006924,836786825
recipe,13/02/1995,482642071,869812353
economics,14/02/1995,176272329,641255299
guest,15/02/1995,805621422,280973034
courage,16/02/1995,915270313,536830407
driver,17/02/1995,841549068,26868381
device,18/02/1995,747973374,181102190
aspect,19/02/1995,586347978,891256323
inspector,20/02/1995,667817903,529183486
trainer,21/02/1995,475079556,128665127
strategy,22/02/1995,2958778,245803097
agency,23/02/1995,444602742,173276939
dealer,24/02/1995,251777025,131255966
love,25/02/1995,82367719,422705608
length,26/02/1995,791874258,70972926
article,27/02/1995,840182659,195305608
writer,28/02/1995,23364993,83188296
apple,01/03/1995,902289636,111803995
employer,02/03/1995,251486233,512979383
emphasis,03/03/1995,784156017,599705448
storage,04/03/1995,140691717,793342372
message,05/03/1995,370440483,713064293
reception,06/03/1995,46990634,512834928
chemistry,07/03/1995,16774262,853229124
fortune,08/03/1995,324249056,36825968
tongue,09/03/1995,963551477,72167772
arrival,10/03/1995,676978173,301459476
historian,11/03/1995,215430511,65075965
queen,12/03/1995,718141373,578316353
editor,13/03/1995,901649005,517177338
church,14/03/1995,735704411,964751913
height,15/03/1995,592522623,806394846
passenger,16/03/1995,2230684,698948844
night,17/03/1995,708142454,233194167
way,18/03/1995,515509270,391989045
basis,19/03/1995,551147260,649406365
system,20/03/1995,96515205,480118628
inflation,21/03/1995,971527654,128682909
road,22/03/1995,20251323,373855811
marketing,23/03/1995,284545031,974921418
chocolate,24/03/1995,206701288,351958575
photo,25/03/1995,344594417,947957606
artisan,26/03/1995,623523821,420396353
lab,27/03/1995,179034020,711974673
clothes,28/03/1995,118166746,427765039
ambition,29/03/1995,263870401,321427291
wood,30/03/1995,307652215,98709042
thought,31/03/1995,397884849,256140834
bonus,01/04/1995,927627731,887820822
awareness,02/04/1995,713402654,789203419
signature,03/04/1995,129198085,483935070
menu,04/04/1995,998586926,612397336
classroom,05/04/1995,238361635,385265289
family,06/04/1995,331196517,468902049
reception,07/04/1995,823113981,473177252
judgment,08/04/1995,503267361,771478430
town,09/04/1995,318616057,981772111
child,10/04/1995,145155939,791756815
session,11/04/1995,716959073,810385373
steak,12/04/1995,595337786,477970326
shirt,13/04/1995,906327556,640386737
video,14/04/1995,879250622,296189444
extent,15/04/1995,328745009,210397841
recipe,16/04/1995,942760514,171978407
dinner,17/04/1995,68829037,930206472
tea,18/04/1995,790491367,66741050
contract,19/04/1995,917489689,364696937
student,20/04/1995,329358209,387611751
heart,21/04/1995,1484838,414232312
potato,22/04/1995,831136869,82237781
topic,23/04/1995,414887697,687741010
math,24/04/1995,135092364,646739824
poetry,25/04/1995,199291546,861580503
studio,26/04/1995,665851092,351368514
internet,27/04/1995,534366762,628362120
guitar,28/04/1995,328387155,979265487
dealer,29/04/1995,889617250,200170189
storage,30/04/1995,922388519,166024988
media,01/05/1995,261771346,830473232
language,02/05/1995,721475304,782385385
ad,03/05/1995,669424353,991855546
mixture,04/05/1995,108634512,913319845
reading,05/05/1995,733874802,681268184
engine,06/05/1995,367589971,133038500
newspaper,07/05/1995,657022520,580671846
bread,08/05/1995,521082400,229404791
breath,09/05/1995,470579967,522453644
dirt,10/05/1995,803212276,766420024
flight,11/05/1995,83019693,260337894
lake,12/05/1995,398973892,394903244
virus,13/05/1995,268529900,671988406
passenger,14/05/1995,100158818,576309789
speech,15/05/1995,821692,988995871
person,16/05/1995,360117917,682473184
sir,17/05/1995,595206199,773768457
artisan,18/05/1995,52133025,183449340
historian,19/05/1995,704395850,840060112
cheek,20/05/1995,83485251,228302700
basket,21/05/1995,375775730,331099499
user,22/05/1995,376959345,194367715
manager,23/05/1995,417006924,922193833
movie,24/05/1995,482642071,814503190
tea,25/05/1995,176272329,158500877
blood,26/05/1995,805621422,704432002
variation,27/05/1995,915270313,439448782
priority,28/05/1995,841549068,467137364
poem,29/05/1995,747973374,535229780
chocolate,30/05/1995,586347978,386724403
republic,31/05/1995,667817903,765826717
election,01/06/1995,475079556,847609056
emphasis,02/06/1995,2958778,46600945
writer,03/06/1995,444602742,581470736
fishing,04/06/1995,251777025,90744735
grocery,05/06/1995,82367719,36161933
employer,06/06/1995,791874258,405269034
driver,07/06/1995,840182659,277134899
guidance,08/06/1995,23364993,177129219
finding,09/06/1995,902289636,239218150
lake,10/06/1995,251486233,986747323
mall,11/06/1995,784156017,435426052
dinner,12/06/1995,140691717,486380914
ability,13/06/1995,370440483,557776291
art,14/06/1995,46990634,642695845
ad,15/06/1995,16774262,302857554
depth,16/06/1995,324249056,467565761
strategy,17/06/1995,963551477,650642303
accident,18/06/1995,676978173,932628190
society,19/06/1995,215430511,372873284
people,20/06/1995,718141373,527508809
tooth,21/06/1995,901649005,976730119
basis,22/06/1995,735704411,375803426
pizza,23/06/1995,592522623,97111725
person,24/06/1995,2230684,645866765
statement,25/06/1995,708142454,665945006
chemistry,26/06/1995,515509270,68844856
child,27/06/1995,551147260,844255745
death,28/06/1995,96515205,159517583
history,29/06/1995,971527654,995198362
airport,30/06/1995,20251323,920193306
homework,01/07/1995,284545031,607169284
soup,02/07/1995,206701288,807634494
language,03/07/1995,344594417,514571250
country,04/07/1995,623523821,199159347
client,05/07/1995,179034020,107532583
internet,06/07/1995,118166746,18763843
volume,07/07/1995,263870401,79945368
user,08/07/1995,307652215,35854374
attention,09/07/1995,397884849,206873555
procedure,10/07/1995,927627731,309116069
funeral,11/07/1995,713402654,218564295
injury,12/07/1995,129198085,783420737
judgment,13/07/1995,998586926,504529390
oven,14/07/1995,238361635,441920587
story,15/07/1995,331196517,776244244
republic,16/07/1995,823113981,591827236
emotion,17/07/1995,503267361,558945472
theory,18/07/1995,318616057,301345898
area,19/07/1995,145155939,759675712
drama,20/07/1995,716959073,933376219
scene,21/07/1995,595337786,998218747
cigarette,22/07/1995,906327556,741576882
device,23/07/1995,879250622,293488512
activity,24/07/1995,328745009,607859399
freedom,25/07/1995,942760514,422637802
hospital,26/07/1995,68829037,943114430
presence,27/07/1995,790491367,123157295
orange,28/07/1995,917489689,770001454
anxiety,29/07/1995,329358209,434441063
lake,30/07/1995,1484838,507527911
alcohol,31/07/1995,831136869,269214123
church,01/08/1995,414887697,86427091
hair,02/08/1995,135092364,790208175
fact,03/08/1995,199291546,798238020
newspaper,04/08/1995,665851092,345767321
actor,05/08/1995,534366762,154317308
attention,06/08/1995,328387155,746465540
goal,07/08/1995,889617250,658169051
truth,08/08/1995,922388519,38507670
leader,09/08/1995,261771346,685846514
event,10/08/1995,721475304,768888588
growth,11/08/1995,669424353,416474825
location,12/08/1995,108634512,694327155
driver,13/08/1995,733874802,70514130
bedroom,14/08/1995,367589971,321826239
hall,15/08/1995,657022520,380445571
reality,16/08/1995,521082400,837900846
attitude,17/08/1995,470579967,716341856
affair,18/08/1995,803212276,937912393
pie,19/08/1995,83019693,982573983
solution,20/08/1995,398973892,28128704
database,21/08/1995,268529900,755696743
message,22/08/1995,100158818,676639098
menu,23/08/1995,821692,481498436
airport,24/08/1995,360117917,350601726
throat,25/08/1995,595206199,637938562
fishing,26/08/1995,52133025,20773381
passenger,27/08/1995,704395850,828229787
guest,28/08/1995,83485251,581904839
promotion,29/08/1995,375775730,349042974
idea,30/08/1995,376959345,997482293
owner,31/08/1995,417006924,958509515
recipe,01/09/1995,482642071,792815886
economics,02/09/1995,176272329,854684375
guest,03/09/1995,805621422,430944428
courage,04/09/1995,915270313,755539261
driver,05/09/1995,841549068,824972882
device,06/09/1995,747973374,795712840
aspect,07/09/1995,586347978,64966138
inspector,08/09/1995,667817903,636825670
trainer,09/09/1995,475079556,882949895
strategy,10/09/1995,2958778,743991560
agency,11/09/1995,444602742,489564499
dealer,12/09/1995,251777025,927297606
love,13/09/1995,82367719,747092792
length,14/09/1995,791874258,751192444
article,15/09/1995,840182659,708695100
writer,16/09/1995,23364993,114527352
apple,17/09/1995,902289636,464768132
employer,18/09/1995,251486233,446134576
emphasis,19/09/1995,784156017,800010344
storage,20/09/1995,140691717,142372995
message,21/09/1995,370440483,930964795
reception,22/09/1995,46990634,617135804
chemistry,23/09/1995,16774262,956024942
fortune,24/09/1995,324249056,28798073
tongue,25/09/1995,963551477,22355805
arrival,26/09/1995,676978173,992380451
historian,27/09/1995,215430511,842220355
queen,28/09/1995,718141373,608116432
editor,29/09/1995,901649005,649573414
church,30/09/1995,735704411,448575522
height,01/10/1995,592522623,828460110
passenger,02/10/1995,2230684,383918590
night,03/10/1995,708142454,198525777
way,04/10/1995,515509270,444331026
basis,05/10/1995,551147260,798533047
system,06/10/1995,96515205,53600595
inflation,07/10/1995,971527654,163724917
road,08/10/1995,20251323,876846467
marketing,09/10/1995,284545031,316576029
chocolate,10/10/1995,206701288,564509037
photo,11/10/1995,344594417,762857616
artisan,12/10/1995,623523821,667781162
lab,13/10/1995,179034020,451240513
clothes,14/10/1995,118166746,894650123
ambition,15/10/1995,263870401,702936240
wood,16/10/1995,307652215,188444699
thought,17/10/1995,397884849,856704838
bonus,18/10/1995,927627731,622323230
awareness,19/10/1995,713402654,513759748
signature,20/10/1995,129198085,786391960
menu,21/10/1995,998586926,325357221
classroom,22/10/1995,238361635,635748850
family,23/10/1995,331196517,880736339
reception,24/10/1995,823113981,649529573
judgment,25/10/1995,503267361,285216106
town,26/10/1995,318616057,805829590
child,27/10/1995,145155939,739444960
session,28/10/1995,716959073,47494907
steak,29/10/1995,595337786,846544878
shirt,30/10/1995,906327556,956898497
video,31/10/1995,879250622,429613136
extent,01/11/1995,328745009,588843272
recipe,02/11/1995,942760514,647160598
dinner,03/11/1995,68829037,452407516
tea,04/11/1995,790491367,990681182
contract,05/11/1995,917489689,167260811
student,06/11/1995,329358209,357886112
heart,07/11/1995,1484838,192954556
potato,08/11/1995,831136869,496658390
topic,09/11/1995,414887697,432111192
math,10/11/1995,135092364,629971792
poetry,11/11/1995,199291546,992383834
studio,12/11/1995,665851092,607181555
internet,13/11/1995,534366762,975942523
guitar,14/11/1995,328387155,722077819
dealer,15/11/1995,889617250,144872668
storage,16/11/1995,922388519,550446738
media,17/11/1995,261771346,970523400
language,18/11/1995,721475304,699708039
ad,19/11/1995,669424353,94909776
mixture,20/11/1995,108634512,659800318
reading,21/11/1995,733874802,641698139
engine,22/11/1995,367589971,671384648
newspaper,23/11/1995,657022520,431902347
bread,24/11/1995,521082400,289707340
breath,25/11/1995,470579967,430720485
dirt,26/11/1995,803212276,535247206
flight,27/11/1995,83019693,792998820
lake,28/11/1995,398973892,45993032
virus,29/11/1995,268529900,873051408
passenger,30/11/1995,100158818,682447035
speech,01/12/1995,821692,803844701
person,02/12/1995,360117917,322103964
sir,03/12/1995,595206199,181355366
artisan,04/12/1995,52133025,914394072
historian,05/12/1995,704395850,690298262
cheek,06/12/1995,83485251,298659134
basket,07/12/1995,375775730,426845485
user,08/12/1995,376959345,304386489
manager,09/12/1995,417006924,144046355
movie,10/12/1995,482642071,284285652
tea,11/12/1995,176272329,19470613
blood,12/12/1995,805621422,138411672
variation,13/12/1995,915270313,905001819
priority,14/12/1995,841549068,731345572
poem,15/12/1995,747973374,864611199
chocolate,16/12/1995,586347978,913956105
republic,17/12/1995,667817903,124746064
election,18/12/1995,475079556,512469562
emphasis,19/12/1995,2958778,172504707
writer,20/12/1995,444602742,510178585
fishing,21/12/1995,251777025,268614422
grocery,22/12/1995,82367719,850158099
employer,23/12/1995,791874258,265174946
driver,24/12/1995,840182659,54587047
guidance,25/12/1995,23364993,251414111
finding,26/12/1995,902289636,95826380
lake,27/12/1995,251486233,126267426
mall,28/12/1995,784156017,884611290
dinner,29/12/1995,140691717,113633546
ability,30/12/1995,370440483,791506498
art,31/12/1995,46990634,50204903
ad,01/01/1996,16774262,631733951
depth,02/01/1996,324249056,716052501
strategy,03/01/1996,963551477,132452023
accident,04/01/1996,676978173,57052625
society,05/01/1996,215430511,280852969
people,06/01/1996,718141373,455540661
tooth,07/01/1996,901649005,167348459
basis,08/01/1996,735704411,885251715
pizza,09/01/1996,592522623,382381571
person,10/01/1996,2230684,132454330
statement,11/01/1996,708142454,63697773
chemistry,12/01/1996,515509270,914761993
child,13/01/1996,551147260,866705748
death,14/01/1996,96515205,987235373
history,15/01/1996,971527654,428252713
airport,16/01/1996,20251323,862614844
homework,17/01/1996,284545031,669432536
soup,18/01/1996,206701288,680148462
language,19/01/1996,344594417,891906944
country,20/01/1996,623523821,249969397
client,21/01/1996,179034020,180973883
internet,22/01/1996,118166746,585851324
volume,23/01/1996,263870401,626459394
user,24/01/1996,307652215,535431032
attention,25/01/1996,397884849,949944652
procedure,26/01/1996,927627731,939354634
funeral,27/01/1996,713402654,194249349
injury,28/01/1996,129198085,388252456
judgment,29/01/1996,998586926,899828445
oven,30/01/1996,238361635,659343490
story,31/01/1996,331196517,437403848
republic,01/02/1996,823113981,897697281
emotion,02/02/1996,503267361,560268466
theory,03/02/1996,318616057,859737462
area,04/02/1996,145155939,866041944
drama,05/02/1996,716959073,616767694
scene,06/02/1996,595337786,727531697
cigarette,07/02/1996,906327556,194012664
device,08/02/1996,879250622,360015000
activity,09/02/1996,328745009,579204285
freedom,10/02/1996,942760514,929085662
hospital,11/02/1996,68829037,85658833
presence,12/02/1996,790491367,685347090
orange,13/02/1996,917489689,878172056
anxiety,14/02/1996,329358209,816927234
lake,15/02/1996,1484838,63468933
alcohol,16/02/1996,831136869,26293024
church,17/02/1996,414887697,877768461
hair,18/02/1996,135092364,627923750
fact,19/02/1996,199291546,329880863
newspaper,20/02/1996,665851092,116757975
actor,21/02/1996,534366762,493817812
attention,22/02/1996,328387155,103546071
goal,23/02/1996,889617250,10706586
truth,24/02/1996,922388519,945454912
leader,25/02/1996,261771346,721617476
event,26/02/1996,721475304,61082096
growth,27/02/1996,669424353,806861866
location,28/02/1996,108634512,311903994
driver,29/02/1996,733874802,599206134
bedroom,01/03/1996,367589971,337483936
hall,02/03/1996,657022520,644992919
reality,03/03/1996,521082400,678049776
attitude,04/03/1996,470579967,824194963
affair,05/03/1996,803212276,852436099
pie,06/03/1996,83019693,283196933
solution,07/03/1996,398973892,502454607
database,08/03/1996,268529900,421480713
message,09/03/1996,100158818,135879229
menu,10/03/1996,821692,882312576
airport,11/03/1996,360117917,702546638
throat,12/03/1996,595206199,249949427
fishing,13/03/1996,52133025,338728230
passenger,14/03/1996,704395850,698443074
guest,15/03/1996,83485251,724553434
promotion,16/03/1996,375775730,845887905
idea,17/03/1996,376959345,144890552
owner,18/03/1996,417006924,557293476
recipe,19/03/1996,482642071,548463094
economics,20/03/1996,176272329,960802133
guest,21/03/1996,805621422,810124345
courage,22/03/1996,915270313,35876719
driver,23/03/1996,841549068,403028762
device,24/03/1996,747973374,946108931
aspect,25/03/1996,586347978,771710715
inspector,26/03/1996,667817903,489230233
trainer,27/03/1996,475079556,111364959
strategy,28/03/1996,2958778,472695008
agency,29/03/1996,444602742,881431967
dealer,30/03/1996,251777025,731740911
love,31/03/1996,82367719,176773211
length,01/04/1996,791874258,305047448
article,02/04/1996,840182659,132234861
writer,03/04/1996,23364993,410752505
apple,04/04/1996,902289636,280984045
employer,05/04/1996,251486233,825471402
emphasis,06/04/1996,784156017,892584064
storage,07/04/1996,140691717,236596744
message,08/04/1996,370440483,362715801
reception,09/04/1996,46990634,676235597
chemistry,10/04/1996,16774262,161257403
fortune,11/04/1996,324249056,609369911
tongue,12/04/1996,963551477,249413307
arrival,13/04/1996,676978173,669701359
historian,14/04/1996,215430511,17983417
queen,15/04/1996,718141373,257036990
editor,16/04/1996,901649005,770207704
church,17/04/1996,735704411,911898377
height,18/04/1996,592522623,528071348
passenger,19/04/1996,2230684,395288953
night,20/04/1996,708142454,698429468
way,21/04/1996,515509270,146626916
basis,22/04/1996,551147260,448521397
system,23/04/1996,96515205,728372368
inflation,24/04/1996,971527654,378274257
road,25/04/1996,20251323,468957622
marketing,26/04/1996,284545031,976409767
chocolate,27/04/1996,206701288,679913831
photo,28/04/1996,344594417,482435906
artisan,29/04/1996,623523821,130191172
lab,30/04/1996,179034020,278786339
clothes,01/05/1996,118166746,66926729
ambition,02/05/1996,263870401,576255102
wood,03/05/1996,307652215,327112833
thought,04/05/1996,397884849,780399541
bonus,05/05/1996,927627731,563144016
awareness,06/05/1996,713402654,352196647
signature,07/05/1996,129198085,223750339
menu,08/05/1996,998586926,233566637
classroom,09/05/1996,238361635,256314365
family,10/05/1996,331196517,907818546
reception,11/05/1996,823113981,799921722
judgment,12/05/1996,503267361,269891995
town,13/05/1996,318616057,413883924
child,14/05/1996,145155939,382607986
session,15/05/1996,716959073,285332571
steak,16/05/1996,595337786,945546802
shirt,17/05/1996,906327556,11611511
video,18/05/1996,879250622,538470284
extent,19/05/1996,328745009,839186935
recipe,20/05/1996,942760514,554180942
dinner,21/05/1996,68829037,160892790
tea,22/05/1996,790491367,469265885
contract,23/05/1996,917489689,831083164
student,24/05/1996,329358209,529415375
heart,25/05/1996,1484838,107099180
potato,26/05/1996,831136869,564535831
topic,27/05/1996,414887697,868476175
math,28/05/1996,135092364,903891796
poetry,29/05/1996,199291546,306364359
studio,30/05/1996,665851092,117324595
internet,31/05/1996,534366762,245414718
guitar,01/06/1996,328387155,126444345
dealer,02/06/1996,889617250,467559716
storage,03/06/1996,922388519,444927871
media,04/06/1996,261771346,162693200
language,05/06/1996,721475304,133188000
ad,06/06/1996,669424353,726044570
mixture,07/06/1996,108634512,482032896
reading,08/06/1996,733874802,893828227
engine,09/06/1996,367589971,566216411
newspaper,10/06/1996,657022520,725500658
bread,11/06/1996,521082400,866230835
breath,12/06/1996,470579967,242387751
dirt,13/06/1996,803212276,183160495
flight,14/06/1996,83019693,241285082
lake,15/06/1996,398973892,302641201
virus,16/06/1996,268529900,402663297
passenger,17/06/1996,100158818,909149256
speech,18/06/1996,821692,765182291
person,19/06/1996,360117917,360604723
sir,20/06/1996,595206199,382956601
artisan,21/06/1996,52133025,812021005
historian,22/06/1996,704395850,280399052
cheek,23/06/1996,83485251,618685697
basket,24/06/1996,375775730,820486751
user,25/06/1996,376959345,170345630
manager,26/06/1996,417006924,43321700
movie,27/06/1996,482642071,247653045
tea,28/06/1996,176272329,286229964
blood,29/06/1996,805621422,527706801
variation,30/06/1996,915270313,978439884
priority,01/07/1996,841549068,848375350
poem,02/07/1996,747973374,649908454
chocolate,03/07/1996,586347978,585506781
republic,04/07/1996,667817903,27120959
election,05/07/1996,475079556,377182051
emphasis,06/07/1996,2958778,28016297
writer,07/07/1996,444602742,986390009
fishing,08/07/1996,251777025,909372365
grocery,09/07/1996,82367719,867550063
employer,10/07/1996,791874258,197404524
driver,11/07/1996,840182659,759331923
guidance,12/07/1996,23364993,225701953
finding,13/07/1996,902289636,288705886
lake,14/07/1996,251486233,700150948
mall,15/07/1996,784156017,985692039
dinner,16/07/1996,140691717,257069595
ability,17/07/1996,370440483,88452292
art,18/07/1996,46990634,467570064
ad,19/07/1996,16774262,748767793
depth,20/07/1996,324249056,406259984
strategy,21/07/1996,963551477,748941587
accident,22/07/1996,676978173,407622662
society,23/07/1996,215430511,818248180
people,24/07/1996,718141373,882642721
tooth,25/07/1996,901649005,832767284
basis,26/07/1996,735704411,213537129
pizza,27/07/1996,592522623,123322018
person,28/07/1996,2230684,14893863
statement,29/07/1996,708142454,431232357
chemistry,30/07/1996,515509270,374057956
child,31/07/1996,551147260,625440716
death,01/08/1996,96515205,364098307
history,02/08/1996,971527654,744729853
airport,03/08/1996,20251323,863507769
homework,04/08/1996,284545031,450646642
soup,05/08/1996,206701288,378355447
language,06/08/1996,344594417,641934616
country,07/08/1996,623523821,857507632
client,08/08/1996,179034020,752078708
internet,09/08/1996,118166746,286307746
volume,10/08/1996,263870401,442218240
user,11/08/1996,307652215,819586446
attention,12/08/1996,397884849,669916392
procedure,13/08/1996,927627731,306201354
funeral,14/08/1996,713402654,840212402
injury,15/08/1996,129198085,389310570
judgment,16/08/1996,998586926,668519635
oven,17/08/1996,238361635,90570548
story,18/08/1996,331196517,873635023
republic,19/08/1996,823113981,916983440
emotion,20/08/1996,503267361,479527642
theory,21/08/1996,318616057,249483212
area,22/08/1996,145155939,667871387
drama,23/08/1996,716959073,516820080
scene,24/08/1996,595337786,955830645
cigarette,25/08/1996,906327556,381658017
device,26/08/1996,879250622,839843578
activity,27/08/1996,328745009,313671603
freedom,28/08/1996,942760514,779880854
hospital,29/08/1996,68829037,41419745
presence,30/08/1996,790491367,124010775
orange,31/08/1996,917489689,648570021
anxiety,01/09/1996,329358209,580280359
lake,02/09/1996,1484838,67743465
alcohol,03/09/1996,831136869,193663235
church,04/09/1996,414887697,678104455
hair,05/09/1996,135092364,819808598
fact,06/09/1996,199291546,251941838
newspaper,07/09/1996,665851092,840023671
actor,08/09/1996,534366762,956222265
attention,09/09/1996,328387155,584952417
goal,10/09/1996,889617250,481688904
truth,11/09/1996,922388519,920590995
leader,12/09/1996,261771346,325536163
event,13/09/1996,721475304,464519715
growth,14/09/1996,669424353,437859074
location,15/09/1996,108634512,676990441
driver,16/09/1996,733874802,14902582
bedroom,17/09/1996,367589971,83034709
hall,18/09/1996,657022520,436128652
reality,19/09/1996,521082400,173981378
attitude,20/09/1996,470579967,794866415
affair,21/09/1996,803212276,640320647
pie,22/09/1996,83019693,232959189
solution,23/09/1996,398973892,914328604
database,24/09/1996,268529900,989929959
message,25/09/1996,100158818,519111296
menu,26/09/1996,821692,729325680
airport,27/09/1996,360117917,432819099
throat,28/09/1996,595206199,540162951
